Date,Month,Hour,dewpt,heatindex,humidity,temp,rain,humidity previous
25,8,11,28,35.6,100,28,0,100
25,8,12,26,,100,26,1,100
25,8,16,26,,100,26,0,100
25,8,17,26,,94,26,0,100
25,8,18,26,31.2,100,27,0,94
25,8,20,26,,100,26,0,100
25,8,21,26,,100,26,0,100
25,8,22,26,,94,26,0,100
25,8,23,26,31.2,94,27,0,94
26,8,0,26,31.2,94,27,0,94
26,8,3,26,31.2,100,27,0,94
26,8,4,26,,79,26,1,100
26,8,6,26,37.4,79,30,0,79
26,8,7,26,37.4,79,30,0,79
26,8,8,27,40.5,89,31,0,79
26,8,9,26,33.6,89,28,1,89
26,8,10,27,36.8,100,29,0,89
26,8,11,28,35.6,100,28,1,100
26,8,12,28,35.6,100,28,1,100
26,8,13,28,35.6,100,28,1,100
26,8,14,27,31.8,100,27,1,100
26,8,15,27,31.8,100,27,1,100
26,8,16,27,31.8,100,27,1,100
26,8,23,27,31.8,100,27,0,100
27,8,0,27,31.8,94,27,0,100
27,8,2,26,31.2,100,27,1,94
27,8,3,28,35.6,100,28,1,100
27,8,4,27,31.8,100,27,1,100
27,8,5,27,31.8,100,27,1,100
27,8,6,27,31.8,100,27,1,100
27,8,7,26,,100,26,0,100
27,8,9,26,,94,26,0,100
27,8,12,27,34.5,100,28,0,94
27,8,13,27,31.8,100,27,0,100
27,8,14,27,31.8,100,27,0,100
27,8,15,27,31.8,100,27,0,100
27,8,16,27,31.8,100,27,0,100
27,8,17,27,31.8,100,27,0,100
27,8,18,27,31.8,100,27,0,100
27,8,19,27,31.8,100,27,0,100
27,8,20,27,31.8,,27,0,100
27,8,21,,,79,,0,
28,8,5,27,40.5,79,31,0,79
28,8,6,27,40.5,70,31,0,79
28,8,7,26,40.4,66,32,0,70
28,8,9,26,41.8,71,33,0,66
28,8,10,27,43.9,70,33,0,71
28,8,11,26,40.4,79,32,0,70
28,8,12,27,40.5,75,31,0,79
28,8,13,26,39.2,84,31,0,75
28,8,14,27,38.8,89,30,0,84
28,8,15,27,36.8,89,29,0,89
28,8,16,27,36.8,94,29,0,89
28,8,17,28,38.1,94,29,0,94
28,8,18,27,34.5,94,28,0,94
28,8,19,27,34.5,100,28,0,94
28,8,20,28,35.6,94,28,0,100
28,8,23,25,,100,26,0,94
29,8,0,25,,100,25,0,100
29,8,1,25,,100,25,0,100
29,8,2,25,,100,25,1,100
29,8,3,25,,89,25,1,100
29,8,5,25,30.6,79,27,0,89
29,8,6,26,37.4,79,30,0,79
29,8,7,27,40.5,70,31,0,79
29,8,8,26,40.4,75,32,0,70
29,8,9,27,42.3,75,32,0,75
29,8,10,27,42.3,79,32,0,75
29,8,11,27,40.5,79,31,0,79
29,8,12,27,40.5,84,31,0,79
29,8,13,27,38.8,89,30,0,84
29,8,14,27,36.8,89,29,0,89
29,8,16,27,36.8,94,29,0,89
29,8,17,27,34.5,94,28,0,94
29,8,19,27,34.5,94,28,0,94
29,8,20,27,34.5,100,28,0,94
29,8,22,27,31.8,100,27,0,100
29,8,23,27,31.8,100,27,0,100
30,8,0,27,31.8,100,27,0,100
30,8,1,27,31.8,100,27,0,100
30,8,2,28,35.6,84,28,0,100
30,8,3,27,38.8,79,30,0,84
30,8,4,26,37.4,79,30,0,79
30,8,5,27,40.5,66,31,0,79
30,8,6,25,39,63,32,0,66
30,8,7,25,40.6,70,33,0,63
30,8,14,26,40.4,84,32,0,70
30,8,15,27,38.8,89,30,0,84
30,8,16,27,36.8,89,29,0,89
30,8,17,27,36.8,89,29,0,89
30,8,18,27,36.8,94,29,0,89
30,8,19,27,34.5,100,28,0,94
30,8,20,27,31.8,100,27,0,100
30,8,22,27,31.8,100,27,0,100
31,8,0,26,,100,26,0,100
31,8,1,27,31.8,94,27,0,100
31,8,2,27,34.5,62,28,0,94
31,8,3,21,31.3,79,29,0,62
31,8,4,27,40.5,75,31,0,79
31,8,5,27,42.3,66,32,0,75
31,8,6,26,41.8,59,33,0,66
31,8,7,25,41.8,59,34,0,59
31,8,8,25,41.8,56,34,0,59
31,8,9,25,43.2,56,35,0,56
31,8,10,25,43.2,53,35,0,56
31,8,11,24,41.9,56,35,0,53
31,8,12,24,40.6,70,34,0,56
31,8,14,26,40.4,79,32,0,70
31,8,15,27,40.5,89,31,0,79
31,8,16,28,40.4,89,30,0,89
31,8,18,27,36.8,89,29,0,89
31,8,19,27,36.8,94,29,0,89
31,8,20,28,38.1,100,29,0,94
31,8,21,28,35.6,100,28,0,100
31,8,22,28,35.6,94,28,0,100
31,8,23,27,34.5,94,28,0,94
1,9,0,26,31.2,94,27,0,94
1,9,1,26,31.2,84,27,0,94
1,9,2,25,32.7,74,28,0,84
1,9,3,24,33.5,70,29,0,74
1,9,4,25,37.6,70,31,0,70
1,9,5,25,37.6,66,31,0,70
1,9,6,25,39,63,32,0,66
1,9,7,25,40.6,63,33,0,63
1,9,8,25,40.6,59,33,0,63
1,9,9,25,41.8,66,34,0,59
1,9,11,26,41.8,63,33,0,66
1,9,12,25,40.6,70,33,0,63
1,9,13,26,40.4,79,32,0,70
1,9,14,27,40.5,79,31,0,79
1,9,15,27,40.5,84,31,0,79
1,9,16,27,38.8,89,30,0,84
1,9,18,27,36.8,89,29,0,89
1,9,19,27,36.8,84,29,0,89
1,9,20,26,35.6,84,29,0,84
1,9,21,25,32.7,79,28,0,84
1,9,22,24,31.9,84,28,0,79
1,9,23,24,30.1,84,27,0,84
2,9,0,24,30.1,79,27,0,84
2,9,1,24,31.9,84,28,0,79
2,9,2,25,32.7,94,28,0,84
2,9,17,26,31.2,89,27,0,94
2,9,18,25,30.6,89,27,0,89
2,9,19,25,30.6,79,27,1,89
2,9,20,23,29.6,79,27,0,79
2,9,21,23,29.6,84,27,0,79
2,9,22,24,30.1,79,27,0,84
2,9,23,23,29.6,100,27,0,79
3,9,0,26,,94,26,1,100
3,9,1,25,,94,26,0,94
3,9,2,26,31.2,84,27,0,94
3,9,3,25,32.7,,28,0,84
3,9,4,,,94,,0,
3,9,5,29,42.1,70,30,0,94
3,9,7,25,37.6,66,31,0,70
3,9,8,25,39,66,32,0,66
3,9,9,25,39,66,32,0,66
3,9,10,25,39,70,32,0,66
3,9,11,26,40.4,70,32,0,70
3,9,12,26,40.4,79,32,0,70
3,9,13,27,40.5,75,31,0,79
3,9,14,26,39.2,84,31,0,75
3,9,15,27,38.8,94,30,0,84
3,9,16,28,38.1,94,29,0,94
3,9,17,28,38.1,100,29,0,94
3,9,18,28,35.6,100,28,0,100
3,9,19,28,35.6,100,28,0,100
3,9,20,28,35.6,94,28,0,100
3,9,21,27,34.5,94,28,0,94
3,9,22,27,34.5,94,28,0,94
3,9,23,26,31.2,84,27,0,94
4,9,0,24,30.1,84,27,0,84
4,9,1,24,30.1,74,27,0,84
4,9,2,24,33.5,70,29,0,74
4,9,3,24,35,66,30,0,70
4,9,4,24,36.4,62,31,0,66
4,9,5,24,37.7,63,32,0,62
4,9,6,25,40.6,59,33,0,63
4,9,7,25,41.8,56,34,0,59
4,9,8,25,43.2,56,35,0,56
4,9,9,25,43.2,53,35,0,56
4,9,10,24,41.9,53,35,0,53
4,9,11,24,41.9,59,35,0,53
4,9,12,25,41.8,63,34,0,59
4,9,13,25,40.6,66,33,0,63
4,9,14,26,41.8,75,33,0,66
4,9,15,27,42.3,75,32,0,75
4,9,16,27,42.3,79,32,0,75
4,9,17,27,40.5,79,31,0,79
4,9,18,27,40.5,70,31,0,79
4,9,19,25,37.6,74,31,0,70
4,9,20,25,36,70,30,0,74
4,9,21,24,35,79,30,0,70
4,9,22,24,31.9,74,28,0,79
4,9,23,23,31.2,79,28,0,74
5,9,1,23,29.6,70,27,0,79
5,9,2,23,32.7,62,29,0,70
5,9,4,24,37.7,62,32,0,62
5,9,4,24,37.7,79,32,0,62
5,9,5,29,47.6,56,33,0,79
5,9,6,24,40.6,52,34,0,56
5,9,7,23,39.1,49,34,0,52
5,9,8,23,40.3,50,35,0,49
5,9,9,24,43.1,53,36,0,50
5,9,10,24,41.9,49,35,0,53
5,9,11,23,40.3,56,35,0,49
5,9,12,24,40.6,59,34,0,56
5,9,13,25,41.8,63,34,0,59
5,9,14,25,40.6,66,33,0,63
5,9,15,25,39,66,32,0,66
5,9,16,25,39,84,32,0,66
5,9,18,27,38.8,84,30,0,84
5,9,19,27,38.8,79,30,0,84
5,9,20,25,34.5,79,29,0,79
5,9,21,24,31.9,79,28,0,79
5,9,23,24,31.9,,28,0,79
6,9,0,,,62,,0,
6,9,3,23,35.4,59,31,0,62
6,9,4,23,36.8,52,32,0,59
6,9,5,22,36.9,55,33,0,52
6,9,6,23,37.8,56,33,0,55
6,9,7,24,40.6,49,34,0,56
6,9,8,23,40.3,47,35,0,49
6,9,9,23,41.8,47,36,0,47
6,9,10,24,44.3,47,37,0,47
6,9,11,23,41.8,49,36,0,47
6,9,12,23,40.3,52,35,0,49
6,9,13,23,39.1,63,34,0,52
6,9,14,25,40.6,75,33,0,63
6,9,15,26,39.2,74,31,0,75
6,9,16,25,36,79,30,0,74
6,9,17,26,37.4,75,30,0,79
6,9,18,26,39.2,79,31,0,75
6,9,19,26,37.4,84,30,0,79
6,9,20,26,35.6,84,29,0,84
6,9,21,26,35.6,70,29,0,84
6,9,22,23,32.7,74,29,0,70
6,9,23,23,31.2,70,28,0,74
7,9,0,22,30.7,62,28,0,70
7,9,1,21,31.3,62,29,0,62
7,9,2,22,33.2,62,30,0,62
7,9,3,23,35.4,59,31,0,62
7,9,4,23,36.8,52,32,0,59
7,9,6,23,39.1,56,34,0,52
7,9,7,25,43.2,49,35,0,56
7,9,8,23,40.3,56,35,0,49
7,9,9,25,43.2,59,35,0,56
7,9,11,25,41.8,94,34,0,59
7,9,15,28,38.1,89,29,0,94
7,9,16,27,36.8,94,29,0,89
7,9,17,27,34.5,94,28,0,94
7,9,18,27,34.5,94,28,0,94
7,9,19,27,34.5,94,28,0,94
7,9,20,27,34.5,89,28,0,94
7,9,23,26,33.6,89,28,0,89
8,9,0,26,33.6,94,28,0,89
8,9,1,27,34.5,89,28,0,94
8,9,2,27,36.8,84,29,0,89
8,9,3,26,35.6,79,29,0,84
8,9,5,26,37.4,100,30,0,79
8,9,12,26,,100,26,1,100
8,9,13,26,,100,26,1,100
8,9,16,26,,100,26,0,100
8,9,17,26,,100,26,0,100
8,9,18,26,,100,26,1,100
8,9,19,26,,100,26,1,100
8,9,20,26,,100,26,1,100
8,9,23,26,,100,26,1,100
9,9,1,26,,89,26,0,100
9,9,3,27,36.8,75,29,0,89
9,9,5,27,42.3,79,32,0,75
9,9,6,27,40.5,18,31,0,79
9,9,9,5,,66,32,0,18
9,9,10,25,39,70,32,0,66
9,9,12,24,35,79,30,0,70
9,9,13,25,34.5,84,29,0,79
9,9,14,26,35.6,89,29,0,84
9,9,15,26,33.6,89,28,0,89
9,9,16,26,33.6,89,28,0,89
9,9,17,26,33.6,94,28,0,89
9,9,18,26,31.2,89,27,0,94
9,9,19,25,30.6,89,27,0,89
9,9,20,25,30.6,89,27,0,89
9,9,21,25,30.6,89,27,0,89
9,9,22,25,30.6,94,27,0,89
9,9,23,25,,94,26,0,94
10,9,0,25,,94,26,0,94
10,9,1,26,31.2,84,27,0,94
10,9,2,25,32.7,79,28,0,84
10,9,3,25,34.5,79,29,0,79
10,9,4,26,37.4,74,30,0,79
10,9,5,25,36,79,30,0,74
10,9,6,26,37.4,70,30,0,79
10,9,7,25,37.6,70,31,0,70
10,9,8,25,37.6,70,31,0,70
10,9,10,25,37.6,74,31,0,70
10,9,11,25,36,,30,0,74
10,9,14,,,84,,0,
10,9,15,25,32.7,89,28,0,84
10,9,16,25,30.6,94,27,0,89
10,9,17,26,31.2,94,27,0,94
10,9,18,26,31.2,94,27,0,94
10,9,19,26,31.2,100,27,0,94
10,9,20,27,31.8,100,27,0,100
10,9,21,27,31.8,94,27,0,100
10,9,22,26,31.2,,27,0,94
10,9,23,,,94,,0,
11,9,0,26,31.2,94,27,0,94
11,9,1,26,31.2,94,27,0,94
11,9,2,26,31.2,89,27,0,94
11,9,3,26,33.6,94,28,0,89
11,9,4,27,34.5,100,28,1,94
11,9,5,27,31.8,100,27,1,100
11,9,6,27,31.8,,27,1,100
11,9,7,,,94,,1,
11,9,12,28,38.1,94,29,0,94
11,9,13,28,38.1,94,29,0,94
11,9,14,28,38.1,100,29,0,94
11,9,15,27,31.8,100,27,1,100
11,9,16,27,31.8,100,27,0,100
11,9,17,27,31.8,100,27,0,100
11,9,18,27,31.8,100,27,0,100
11,9,19,27,31.8,100,27,0,100
11,9,20,27,31.8,100,27,0,100
11,9,21,27,31.8,100,27,0,100
11,9,22,27,31.8,100,27,0,100
12,9,0,27,31.8,100,27,0,100
12,9,1,27,31.8,100,27,0,100
12,9,2,27,31.8,94,27,1,100
12,9,3,25,,100,26,1,94
12,9,4,27,31.8,100,27,0,100
12,9,5,27,31.8,94,27,0,100
12,9,6,27,34.5,84,28,0,94
12,9,7,27,38.8,84,30,0,84
12,9,8,27,38.8,84,30,0,84
12,9,9,27,38.8,84,30,0,84
12,9,11,26,35.6,84,29,0,84
12,9,12,26,35.6,94,29,0,84
12,9,13,27,34.5,94,28,0,94
12,9,14,26,31.2,94,27,0,94
12,9,15,26,31.2,94,27,0,94
12,9,16,26,31.2,100,27,0,94
12,9,17,26,,100,26,0,100
12,9,18,26,,100,26,0,100
12,9,19,26,,100,26,0,100
12,9,20,25,,100,25,0,100
12,9,21,25,,100,25,0,100
12,9,22,25,,100,25,0,100
12,9,23,25,,100,25,0,100
13,9,0,25,,100,25,0,100
13,9,1,25,,100,25,0,100
13,9,2,26,,100,26,0,100
13,9,3,27,31.8,84,27,0,100
13,9,4,26,35.6,84,29,0,84
13,9,5,27,38.8,75,30,0,84
13,9,6,26,39.2,79,31,0,75
13,9,7,27,40.5,79,31,0,79
13,9,8,27,40.5,70,31,0,79
13,9,9,26,40.4,70,32,0,70
13,9,10,26,40.4,70,32,0,70
13,9,11,26,40.4,84,32,0,70
13,9,14,27,38.8,84,30,0,84
13,9,15,27,38.8,94,30,0,84
13,9,16,28,38.1,94,29,0,94
13,9,17,27,34.5,94,28,0,94
13,9,18,27,34.5,94,28,0,94
13,9,19,27,34.5,94,28,0,94
13,9,20,27,34.5,100,28,0,94
13,9,21,27,31.8,94,27,0,100
13,9,22,26,31.2,94,27,0,94
13,9,23,26,31.2,94,27,0,94
14,9,1,26,31.2,89,27,0,94
14,9,2,26,33.6,79,28,0,89
14,9,3,26,37.4,75,30,0,79
14,9,4,27,42.3,66,32,0,75
14,9,5,26,41.8,67,33,0,66
14,9,6,27,45.3,56,34,0,67
14,9,7,25,43.2,56,35,0,56
14,9,8,25,43.2,53,35,0,56
14,9,9,25,44.5,56,36,0,53
14,9,10,25,43.2,89,35,0,56
14,9,11,26,33.6,89,28,1,89
14,9,12,26,33.6,94,28,0,89
14,9,13,27,34.5,84,28,0,94
14,9,14,25,32.7,89,28,0,84
14,9,15,26,33.6,94,28,0,89
14,9,17,27,34.5,89,28,0,94
14,9,18,25,30.6,89,27,0,89
14,9,19,26,33.6,89,28,0,89
14,9,20,26,33.6,89,28,0,89
14,9,21,25,30.6,84,27,0,89
14,9,22,24,30.1,89,27,0,84
14,9,23,25,30.6,89,27,0,89
15,9,0,25,30.6,89,27,0,89
15,9,1,25,30.6,100,27,1,89
15,9,2,25,,89,25,0,100
15,9,3,25,30.6,79,27,0,89
15,9,4,26,37.4,75,30,0,79
15,9,5,26,39.2,63,31,0,75
15,9,7,25,40.6,63,33,0,63
15,9,9,27,46.5,59,35,0,63
15,9,10,26,44.6,56,35,0,59
15,9,11,25,43.2,70,35,0,56
15,9,12,26,40.4,79,32,0,70
15,9,13,26,37.4,79,30,0,79
15,9,14,25,34.5,84,29,0,79
15,9,16,24,30.1,89,27,0,84
15,9,17,25,30.6,89,27,0,89
15,9,18,25,30.6,89,27,0,89
15,9,19,25,30.6,,27,0,89
15,9,21,,,94,,0,
15,9,22,25,,94,26,0,94
15,9,23,25,,94,26,0,94
16,9,0,25,,89,26,0,94
16,9,1,24,,84,26,0,89
16,9,2,24,30.1,79,27,0,84
16,9,3,25,34.5,70,29,0,79
16,9,4,25,37.6,,31,0,70
16,9,5,,,89,,0,
16,9,6,27,36.8,84,29,0,89
16,9,7,27,38.8,89,30,0,84
16,9,15,26,33.6,84,28,0,89
16,9,16,25,32.7,84,28,0,84
16,9,17,25,32.7,89,28,0,84
16,9,18,26,33.6,84,28,0,89
16,9,19,25,32.7,94,28,0,84
16,9,21,26,31.2,94,27,0,94
16,9,22,26,31.2,94,27,0,94
16,9,23,26,31.2,94,27,0,94
17,9,0,26,31.2,59,27,0,94
17,9,7,25,41.8,56,34,0,59
17,9,8,25,43.2,56,35,0,56
17,9,9,25,43.2,56,35,0,56
17,9,11,25,43.2,59,35,0,56
17,9,12,25,41.8,79,34,0,59
17,9,13,27,40.5,74,31,0,79
17,9,14,25,36,70,30,0,74
17,9,15,24,35,74,30,0,70
17,9,16,24,33.5,74,29,0,74
17,9,17,24,33.5,74,29,0,74
17,9,18,24,33.5,79,29,0,74
18,9,0,23,29.6,84,27,0,79
18,9,1,24,30.1,74,27,0,84
18,9,2,24,33.5,70,29,0,74
18,9,3,24,35,70,30,0,70
18,9,4,25,37.6,49,31,0,70
18,9,7,23,40.3,47,35,0,49
18,9,8,23,41.8,47,36,0,47
18,9,9,23,41.8,44,36,0,47
18,9,10,23,42.9,44,37,0,44
18,9,11,23,42.9,47,37,0,44
18,9,12,22,39.5,56,35,0,47
18,9,13,24,40.6,66,34,0,56
18,9,14,26,41.8,75,33,0,66
18,9,15,26,39.2,79,31,0,75
18,9,16,26,37.4,74,30,0,79
18,9,17,25,36,79,30,0,74
18,9,18,25,34.5,84,29,0,79
18,9,20,25,32.7,84,28,0,84
18,9,22,25,32.7,89,28,0,84
18,9,23,25,30.6,89,27,0,89
19,9,0,25,30.6,79,27,0,89
19,9,1,24,31.9,70,28,0,79
19,9,2,24,35,66,30,0,70
19,9,3,24,36.4,59,31,0,66
19,9,4,23,36.8,59,32,0,59
19,9,5,24,39.2,52,33,0,59
19,9,6,23,39.1,50,34,0,52
19,9,7,24,43.1,41,36,0,50
19,9,9,21,39.5,47,36,0,41
19,9,10,23,41.8,44,36,0,47
19,9,11,22,40.6,47,36,0,44
19,9,12,22,39.5,49,35,0,47
19,9,13,22,38.1,59,34,0,49
19,9,14,23,36.8,62,32,0,59
19,9,15,23,35.4,66,31,0,62
19,9,16,24,36.4,66,31,0,66
19,9,17,24,36.4,70,31,0,66
19,9,18,24,35,66,30,0,70
19,9,19,23,34.1,70,30,0,66
19,9,20,23,32.7,74,29,0,70
19,9,21,24,33.5,74,29,0,74
19,9,22,23,31.2,84,28,0,74
19,9,23,24,30.1,84,27,0,84
20,9,0,24,30.1,84,27,0,84
20,9,1,24,30.1,74,27,0,84
20,9,2,24,33.5,66,29,0,74
20,9,3,23,34.1,59,30,0,66
20,9,4,23,36.8,55,32,0,59
20,9,5,23,37.8,52,33,0,55
20,9,6,23,39.1,49,34,0,52
20,9,7,23,40.3,44,35,0,49
20,9,8,22,40.6,44,36,0,44
20,9,9,22,40.6,42,36,0,44
20,9,10,22,42,44,37,0,42
20,9,11,22,40.6,47,36,0,44
20,9,12,22,39.5,56,35,0,47
20,9,13,24,40.6,63,34,0,56
20,9,14,25,40.6,70,33,0,63
20,9,15,25,37.6,75,31,0,70
20,9,16,26,39.2,75,31,0,75
20,9,17,26,39.2,75,31,0,75
20,9,18,26,39.2,79,31,0,75
20,9,19,26,37.4,74,30,0,79
20,9,20,24,33.5,79,29,0,74
20,9,21,24,31.9,79,28,0,79
20,9,22,24,31.9,89,28,0,79
20,9,23,25,30.6,84,27,0,89
21,9,0,24,30.1,84,27,0,84
21,9,1,24,30.1,62,27,0,84
21,9,3,23,35.4,59,31,0,62
21,9,4,23,36.8,55,32,0,59
21,9,5,23,37.8,56,33,0,55
21,9,6,24,40.6,44,34,0,56
21,9,7,22,40.6,41,36,0,44
21,9,8,21,39.5,39,36,0,41
21,9,9,20,38.8,44,36,0,39
21,9,10,21,38.5,47,35,0,44
21,9,11,22,39.5,70,35,0,47
21,9,12,23,32.7,79,29,0,70
21,9,13,24,31.9,74,28,0,79
21,9,14,23,31.2,84,28,0,74
21,9,15,24,30.1,84,27,0,84
21,9,16,24,30.1,84,27,0,84
21,9,17,24,30.1,89,27,0,84
21,9,18,24,,84,26,0,89
21,9,19,24,30.1,89,27,0,84
21,9,20,24,,83,26,0,89
21,9,21,23,,83,26,0,83
21,9,22,23,,83,26,0,83
21,9,23,23,,89,26,0,83
22,9,0,23,,83,25,0,89
22,9,1,23,,79,26,0,83
22,9,2,25,34.5,62,29,0,79
22,9,3,23,35.4,59,31,0,62
22,9,4,23,36.8,52,32,0,59
22,9,5,23,39.1,49,34,0,52
22,9,6,23,40.3,49,35,0,49
22,9,12,22,38.1,55,34,0,49
22,9,13,23,37.8,62,33,0,55
22,9,15,24,37.7,70,32,0,62
22,9,16,24,35,79,30,0,70
22,9,17,25,34.5,89,29,0,79
22,9,18,25,30.6,84,27,0,89
22,9,19,25,32.7,84,28,0,84
22,9,20,24,30.1,84,27,0,84
22,9,21,24,30.1,83,27,0,84
22,9,22,23,,78,26,0,83
22,9,23,22,,78,26,0,78
23,9,0,22,,78,26,0,78
23,9,1,22,,70,26,0,78
23,9,2,22,30.7,66,28,0,70
23,9,3,23,34.1,59,30,0,66
23,9,4,23,36.8,55,32,0,59
23,9,5,23,37.8,49,33,0,55
23,9,6,23,40.3,41,35,0,49
23,9,7,21,39.5,39,36,0,41
23,9,8,20,38.8,44,36,0,39
23,9,9,22,40.6,41,36,0,44
23,9,10,21,39.5,52,36,0,41
23,9,13,22,36.9,52,33,0,52
23,9,14,22,36.9,62,33,0,52
23,9,15,23,35.4,66,31,0,62
23,9,16,23,34.1,70,30,0,66
23,9,17,23,32.7,70,29,0,70
23,9,18,23,32.7,79,29,0,70
23,9,20,23,29.6,79,27,0,79
23,9,21,23,29.6,74,27,0,79
23,9,22,22,29.2,78,27,0,74
23,9,23,22,,,26,0,78
24,9,0,,,70,,0,
24,9,1,21,28.9,66,27,0,70
24,9,2,21,30.2,58,28,0,66
24,9,3,22,34.4,52,31,0,58
24,9,4,22,36.9,41,33,0,52
24,9,5,20,37.5,39,35,0,41
24,9,6,20,38.8,35,36,0,39
24,9,7,19,39.3,30,37,0,35
24,9,8,17,37.8,30,37,0,30
24,9,9,17,37.8,25,37,0,30
24,9,10,15,37.9,24,38,0,25
24,9,11,13,36.2,34,37,0,24
24,9,12,18,37.2,44,36,0,34
24,9,13,20,36.5,55,34,0,44
24,9,14,22,35.6,62,32,0,55
24,9,15,23,35.4,70,31,0,62
24,9,16,23,32.7,70,29,0,70
24,9,17,23,32.7,70,29,0,70
24,9,18,23,32.7,70,29,0,70
24,9,19,23,32.7,74,29,0,70
24,9,20,23,31.2,74,28,0,74
24,9,21,22,29.2,74,27,0,74
24,9,22,22,29.2,78,27,0,74
24,9,23,22,,74,26,0,78
25,9,0,22,29.2,70,27,0,74
25,9,1,21,28.9,58,27,0,70
25,9,2,21,32.4,55,30,0,58
25,9,3,22,35.6,46,32,0,55
25,9,4,21,37.1,44,34,0,46
25,9,5,21,38.5,39,35,0,44
25,9,6,20,38.8,37,36,0,39
25,9,7,20,40.1,,37,0,37
25,9,8,,,25,,0,
25,9,9,15,37.9,36,38,0,25
25,9,10,15,31.6,29,32,0,36
25,9,11,17,39.1,32,38,0,29
25,9,12,17,36.7,41,36,0,32
25,9,13,19,35.7,55,34,0,41
25,9,14,22,35.6,66,32,0,55
25,9,15,23,34.1,74,30,0,66
25,9,17,23,31.2,74,28,0,74
25,9,18,22,29.2,66,27,0,74
25,9,19,21,30.2,62,28,0,66
25,9,20,20,29.7,65,28,0,62
25,9,21,20,28.5,65,27,0,65
25,9,22,19,,65,26,0,65
25,9,23,19,,58,26,0,65
26,9,1,18,27.9,58,27,0,58
26,9,2,19,29.2,48,28,0,58
26,9,3,18,30.7,46,30,0,48
26,9,4,20,35.2,36,33,0,46
26,9,5,18,36.1,37,35,0,36
26,9,6,19,38.1,35,36,0,37
26,9,7,19,39.3,24,37,0,35
26,9,10,14,37.6,25,38,0,24
26,9,11,14,36.4,27,37,0,25
26,9,12,14,35.5,38,36,0,27
26,9,13,17,33.4,38,33,0,38
26,9,14,17,33.4,43,33,0,38
26,9,15,19,34.5,49,33,0,43
26,9,16,19,32.4,58,31,0,49
26,9,17,20,30.7,61,29,0,58
26,9,18,19,28.2,58,27,0,61
26,9,19,19,29.2,61,28,0,58
26,9,20,19,28.2,58,27,0,61
26,9,21,18,27.9,69,27,0,58
26,9,22,19,,69,25,0,69
26,9,23,19,,69,25,0,69
27,9,0,19,,65,25,0,69
27,9,1,19,,58,26,0,65
27,9,2,20,30.7,52,29,0,58
27,9,3,21,34.9,46,32,0,52
27,9,4,21,37.1,44,34,0,46
27,9,5,21,38.5,39,35,0,44
27,9,6,20,38.8,39,36,0,39
27,9,7,20,38.8,37,36,0,39
27,9,8,20,40.1,32,37,0,37
27,9,9,18,38.4,30,37,0,32
27,9,10,17,37.8,49,37,0,30
27,9,11,20,34.1,49,32,0,49
27,9,12,19,32.4,52,31,0,49
27,9,13,20,33,58,31,0,52
27,9,14,20,30.7,62,29,0,58
27,9,15,20,29.7,70,28,0,62
27,9,16,21,28.9,70,27,0,70
27,9,17,21,28.9,70,27,0,70
27,9,18,21,28.9,74,27,0,70
27,9,22,20,,74,25,0,74
27,9,23,20,,74,25,0,74
28,9,0,20,,69,25,0,74
28,9,1,20,,62,26,0,69
28,9,2,20,29.7,55,28,0,62
28,9,3,20,31.9,52,30,0,55
28,9,4,20,33,41,31,0,52
28,9,5,19,35.7,39,34,0,41
28,9,6,19,36.9,32,35,0,39
28,9,7,17,36.7,34,36,0,32
28,9,8,18,37.2,34,36,0,34
28,9,9,18,37.2,32,36,0,34
28,9,10,17,36.7,32,36,0,32
28,9,11,17,36.7,41,36,0,32
28,9,12,19,35.7,52,34,0,41
28,9,13,20,33,48,31,0,52
28,9,14,17,29.4,48,29,0,48
28,9,15,17,29.4,51,29,0,48
28,9,16,18,29.8,51,29,0,51
28,9,17,18,29.8,57,29,0,51
28,9,18,17,,61,26,0,57
28,9,19,16,,51,24,0,61
28,9,20,15,,61,26,0,51
28,9,21,16,,61,24,0,61
28,9,22,17,,61,25,0,61
28,9,23,17,,65,25,0,61
29,9,0,17,,69,24,0,65
29,9,1,18,,61,24,0,69
29,9,2,19,28.2,51,27,0,61
29,9,3,19,31.2,49,30,0,51
29,9,4,20,34.1,58,32,0,49
29,9,5,20,30.7,51,29,0,58
29,9,6,19,31.2,49,30,0,51
29,9,7,19,32.4,46,31,0,49
29,9,8,19,33.5,43,32,0,46
29,9,9,18,32.8,43,32,0,43
29,9,10,18,32.8,49,32,0,43
29,9,11,20,34.1,51,32,0,49
29,9,12,19,31.2,33,30,0,51
29,9,13,20,42.5,65,39,0,33
29,9,14,20,28.5,69,27,0,65
29,9,15,20,,74,26,0,69
29,9,16,20,,74,25,0,74
29,9,17,20,,74,25,0,74
29,9,18,20,,78,25,0,74
29,9,19,20,,78,24,0,78
29,9,20,20,,78,24,0,78
29,9,21,19,,78,23,0,78
29,9,22,20,,78,24,0,78
29,9,23,20,,73,24,0,78
30,9,0,19,,57,24,0,73
30,9,1,16,,54,25,0,57
30,9,2,15,,65,25,0,54
30,9,3,16,,73,23,0,65
30,9,4,17,,69,22,0,73
30,9,5,17,,78,23,0,69
30,9,6,18,,78,22,1,78
30,9,7,19,,61,23,0,78
30,9,9,19,28.2,51,27,0,61
30,9,10,16,27.5,48,27,0,51
30,9,11,15,27.3,54,27,0,48
